,region,topic_name,hi_ci,low_ci,mean
1,MPFC,WM,0.806299155963,0.445955207229,0.610361576958
4,MPFC,attention,0.792961308793,-0.190266581766,0.295756575616
6,MPFC,awareness,0.781903479342,0.0405008230515,0.432227205019
8,MPFC,categorization,-0.239256763672,-1.19301674974,-0.658460815913
13,MPFC,decision-making,0.0966021695009,-0.0153170628728,0.0417611953046
17,MPFC,emotion,-0.650288591593,-1.29226811243,-0.944661331684
20,MPFC,fear,0.311463203903,-0.339985465588,0.024610915155
24,MPFC,imagery,-0.111425490565,-0.960523594985,-0.555547197081
25,MPFC,inhibition,0.153165609313,-0.722633254251,-0.256849847378
26,MPFC,language,0.6524262736,-0.332338645247,0.116100462252
27,MPFC,learning,-0.646001874801,-1.15131785858,-0.918748595107
28,MPFC,math,1.13023782137,0.625042941647,0.847275671003
29,MPFC,memory,-0.0712876254957,-0.892678609586,-0.417824794651
41,MPFC,priming,0.582663051797,0.226675066939,0.386084522973
43,MPFC,reading,0.311375594037,-0.133591269097,0.0752534240014
44,MPFC,reward,0.312193538346,-0.19633993554,0.04687112144
47,MPFC,semantics,0.289167422451,-0.560907008065,-0.0507674492197
52,MPFC,social,1.23372273697,0.879607599573,1.07216922786
53,MPFC,spatial,1.30762360895,0.586172058963,1.00304184454
56,MPFC,switching,0.921015032449,-0.263653645,0.484336491058
61,PCC,WM,0.829039522747,0.514387915879,0.673295502051
64,PCC,attention,0.473082871832,-0.99735787497,-0.00245091832283
66,PCC,awareness,0.0191539945584,-0.865474003166,-0.387412616761
68,PCC,categorization,0.0776797213917,-0.970890932442,-0.391810628882
73,PCC,decision-making,0.0953116545788,0.000273129360971,0.0551670100052
77,PCC,emotion,-0.37758566603,-0.924892595032,-0.607697093416
80,PCC,fear,0.0893353911247,-0.448189262279,-0.142707620864
84,PCC,imagery,-0.0835812403897,-0.757689393587,-0.412262769606
85,PCC,inhibition,0.171688809884,-0.867708932074,-0.326480751802
86,PCC,language,0.761094505273,-0.245063519854,0.333188460464
87,PCC,learning,-0.501938225375,-1.15095273401,-0.772013370154
88,PCC,math,0.719050615185,0.206821549566,0.457307788698
89,PCC,memory,0.132649267097,-0.523306470266,-0.194779247637
101,PCC,priming,1.00355798116,0.595129504985,0.829860804313
103,PCC,reading,0.237800175423,-0.338127744888,-0.053137857535
104,PCC,reward,0.436430257543,-0.219196417565,0.0969323816984
107,PCC,semantics,0.614666200353,-0.208060423896,0.203112283391
112,PCC,social,0.782095177244,0.345985708577,0.543317499296
113,PCC,spatial,1.11514054534,0.496920480153,0.826503651691
116,PCC,switching,0.596777736614,-0.436452516385,0.0695417068936
121,lTPJ,WM,0.741648532298,0.302469023566,0.479632541614
124,lTPJ,attention,-0.0320584806108,-1.24371367687,-0.481052330296
126,lTPJ,awareness,-0.536087154278,-1.3587454996,-0.873755871972
128,lTPJ,categorization,0.847946996729,0.0795185707346,0.410079627636
133,lTPJ,decision-making,0.16327692674,0.0644440802795,0.108826519039
137,lTPJ,emotion,-0.492428792953,-1.07144635879,-0.753790161269
140,lTPJ,fear,0.151260716205,-0.40580419757,-0.0761578792554
144,lTPJ,imagery,0.153405326911,-0.484604124636,-0.115688440544
145,lTPJ,inhibition,-0.252378640339,-1.31058014545,-0.693193546429
146,lTPJ,language,0.889077396311,-0.144169387862,0.375432217126
147,lTPJ,learning,-0.234893354498,-0.781029586715,-0.494776192865
148,lTPJ,math,0.534223783992,-0.0419166745674,0.25854588366
149,lTPJ,memory,0.129819246837,-0.564946171733,-0.235456942064
161,lTPJ,priming,1.02619541994,0.643305569968,0.861465729596
163,lTPJ,reading,0.151543802477,-0.502897148497,-0.0770380508541
164,lTPJ,reward,0.393276320587,-0.139698484548,0.156190923535
167,lTPJ,semantics,0.6042694189,-0.270133001937,0.138950556278
172,lTPJ,social,0.770914334643,0.422758681165,0.625140282475
173,lTPJ,spatial,1.12309100631,0.410026900275,0.767538503947
176,lTPJ,switching,0.540320554812,-0.68245901395,0.0748875438836
181,rTPJ,WM,0.888905659542,0.534307431911,0.722619396415
184,rTPJ,attention,0.167280017209,-1.4426185408,-0.53030383103
186,rTPJ,awareness,0.0665641239817,-0.92953077751,-0.391926094393
188,rTPJ,categorization,0.42022527541,-0.759209267734,-0.0180345507181
193,rTPJ,decision-making,0.136756813719,0.0213132072683,0.0776393009614
197,rTPJ,emotion,-0.0264182067873,-0.631472691841,-0.347832226998
200,rTPJ,fear,0.241289745447,-0.362499918557,-0.0328730581731
204,rTPJ,imagery,0.107792260162,-0.738877819223,-0.364651649837
205,rTPJ,inhibition,-4.59439191094e-05,-1.11321270057,-0.591260364887
206,rTPJ,language,0.453416255666,-0.911207380647,-0.108244029016
207,rTPJ,learning,0.053153750452,-0.530916266532,-0.230042937634
208,rTPJ,math,0.624178655983,-0.0636566132484,0.210063639857
209,rTPJ,memory,0.0231475650848,-0.789625287591,-0.27283323572
221,rTPJ,priming,0.640345448901,0.229208971108,0.473962099618
223,rTPJ,reading,0.0120943728864,-0.5984437657,-0.254998591479
224,rTPJ,reward,0.481753367876,-0.172147895132,0.162731997509
227,rTPJ,semantics,0.236190641214,-0.47986581959,-0.0747793032393
232,rTPJ,social,0.982644205958,0.523078145023,0.751608448828
233,rTPJ,spatial,1.06838481333,0.433593712588,0.791149784586
236,rTPJ,switching,0.750536780728,-0.322828038356,0.217140512255
