,ROI,nickname,lor_z,p,p_corr_01,reject_01
9,dorsal,ptsd,-0.220829697093,0.825225039415,0.761001003739,False
10,medial,ptsd,-0.855434759642,0.392310507375,0.489465050672,False
11,ventral,ptsd,2.6765486747,0.0074384760202,0.0315540152777,True
12,dorsal,adhd,-4.77441308262,1.8023210151e-06,3.46511217697e-05,False
13,medial,adhd,-2.09956430839,0.0357671852305,0.0842913331933,False
14,ventral,adhd,0.0521697591344,0.958393428823,0.846980192722,False
24,dorsal,depression,-1.41167952381,0.158044345117,0.304738232721,False
25,medial,depression,-0.779243978225,0.435836008385,0.509264662487,False
26,ventral,depression,-0.985478465751,0.324389103957,0.458686192996,False
27,dorsal,autism,0.745116568921,0.456201253525,0.509264662487,False
28,medial,autism,0.365121212593,0.715020927046,0.689345175575,False
29,ventral,autism,1.25856418054,0.208187791729,0.339666389429,False
30,dorsal,eating-disorder,1.01931139768,0.308055154663,0.458686192996,False
31,medial,eating-disorder,-1.50138767698,0.133255319328,0.282634532295,False
32,ventral,eating-disorder,-1.29018125449,0.196987733084,0.339666389429,False
63,dorsal,schizopherenia,-0.399611148432,0.68944294389,0.689345175575,False
64,medial,schizopherenia,0.89644677967,0.370014192453,0.489465050672,False
65,ventral,schizopherenia,-0.599649044681,0.548740154017,0.581938933335,False
111,dorsal,smoking,4.65325028024,3.26743251011e-06,3.46511217697e-05,True
112,medial,smoking,2.17967490852,0.0292815677651,0.0776327565374,False
113,ventral,smoking,2.21859145197,0.0265145316208,0.0776327565374,False
147,dorsal,Alzheimer-Parkinson,2.52523830676,0.0115619856738,0.0408716193569,True
148,medial,Alzheimer-Parkinson,3.24416116852,0.00117797073258,0.00832825307936,True
149,ventral,Alzheimer-Parkinson,3.01228432236,0.00259289615529,0.0137488318634,True
